Attrition;JobRole;OverTime;YearsInCurrentRole;YearsWithCurrManager;Age;YearsAtCompany;StockOptionLevel;JobInvolvement;BusinessTravel;JobSatisfaction;EnvironmentSatisfaction;DistanceFromHome;WorkLifeBalance;TrainingTimesLastYear;DailyRate;MonthlyIncome;AgeGroup;IncomeGroup;CurrentRoleYearsGroup;Attrition_bin;Attrition_Prob_ML;PC1;PC2;Cluster_K3;RiskTier;Attrition_Prob_Tree;Tree_Segment
No;Sales Executive;No;5;3;34;6;0;3;Travel_Rarely;3;Moderately satisfied;9;2;3;1400;5714;26-35;4001-6000;5-8;0;0.06163618260650795;-788.5364676429435;598.0392965803795;0;Low;0.06491499227202473;24
No;Human Resources;No;4;4;35;5;0;3;Travel_Rarely;3;Moderately satisfied;8;1;2;528;4323;26-35;4001-6000;0-4;0;0.07389845076837188;-2180.1150967876347;-273.03453314635055;0;Low;0.45;20
Yes;Sales Executive;No;8;10;29;11;1;2;Travel_Rarely;1;Satisfied;23;1;3;408;7336;26-35;6001-8000;5-8;1;0.5075782239915108;832.8025988141053;-395.0458437171553;2;High;0.45;20
No;Research Director;No;7;13;40;18;0;3;Travel_Frequently;3;Moderately satisfied;9;2;3;593;13499;36-45;10000+;5-8;0;0.029086241400745585;6995.935922655783;-214.14706829229215;1;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;9;14;42;21;0;3;Travel_Frequently;1;Moderately satisfied;12;2;2;481;13758;36-45;10000+;9-12;1;0.5612053440240017;7254.865796741562;-326.3213163723862;1;High;0.28865979381443296;16
No;Sales Executive;No;4;5;42;6;0;3;Travel_Rarely;1;Moderately satisfied;4;4;3;647;5155;36-45;4001-6000;0-4;0;0.0506749071337141;-1348.0288688164837;-154.58772431054774;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;7;35;8;1;2;Travel_Rarely;3;Satisfied;1;3;2;982;2258;26-35;2001-4000;0-4;0;0.041571458067509094;-4244.809107209478;182.3366366240873;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;2;24;4;0;3;Travel_Rarely;2;Satisfied;24;3;2;477;3597;19-25;2001-4000;0-4;0;0.11450702244717444;-2906.1609103863652;-323.5540343223984;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;1;0;28;1;0;3;Travel_Rarely;4;Moderately satisfied;12;2;4;1485;2515;26-35;2001-4000;0-4;1;0.8215971015717859;-3987.4879833323935;685.1693704181388;0;High;0.875;3
No;Laboratory Technician;No;7;7;26;8;1;4;Travel_Rarely;4;Dissatisfied;3;3;2;1384;4420;26-35;4001-6000;5-8;0;0.09999774842216352;-2082.5504585869176;582.8974917263016;0;Low;0.06491499227202473;24
No;Sales Executive;No;3;4;30;10;1;2;Travel_Rarely;3;Moderately satisfied;10;3;3;852;6578;26-35;6001-8000;0-4;0;0.04533231180744079;75.09647713128561;49.46135314008302;2;Low;0.06491499227202473;24
No;Research Scientist;Yes;1;0;40;1;1;2;Travel_Frequently;4;Moderately satisfied;26;1;3;902;4422;36-45;4001-6000;0-4;0;0.13020324242931472;-2080.8665740097495;100.90171418588523;0;Low;0.3333333333333333;11
No;Manufacturing Director;No;7;4;35;7;1;2;Travel_Rarely;2;Moderately satisfied;2;4;2;819;10274;26-35;10000+;5-8;0;0.03528430686037724;3771.0751508637077;14.006342199822257;2;Low;0.06491499227202473;24
No;Healthcare Representative;No;9;9;34;13;0;2;Travel_Frequently;1;Satisfied;1;3;3;669;5343;26-35;4001-6000;9-12;0;0.04442583279240325;-1160.0149294967387;-132.71844135682886;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;2;35;2;1;2;Travel_Frequently;4;Satisfied;4;4;2;636;2376;26-35;2001-4000;0-4;0;0.06440113134573318;-4127.044317749032;-163.73710470462686;0;Low;0.06491499227202473;24
Yes;Sales Executive;No;3;3;43;4;0;1;Travel_Rarely;3;Dissatisfied;9;2;2;1372;5346;36-45;4001-6000;0-4;1;0.5477423640622228;-1156.5479322135643;570.286302202198;0;High;0.21212121212121213;23
No;Sales Representative;No;0;0;32;1;3;3;Non-Travel;1;Moderately satisfied;2;3;3;862;2827;26-35;2001-4000;0-4;0;0.2439157295434326;-3675.8989573128265;61.96358764677325;0;Medium;0.30434782608695654;6
No;Manager;No;2;2;56;5;1;3;Travel_Rarely;1;Satisfied;4;3;2;718;19943;56-65;10000+;0-4;0;0.07022965163913328;13440.015316885749;-93.42055973378388;1;Low;0.06491499227202473;24
No;Laboratory Technician;No;8;8;29;10;1;3;Travel_Rarely;4;Moderately satisfied;6;3;5;1401;3131;26-35;2001-4000;5-8;0;0.031577775389566194;-3371.5332358061046;600.7536309429994;0;Low;0.06491499227202473;24
No;Research Scientist;No;1;0;19;1;0;3;Travel_Rarely;1;Moderately satisfied;9;3;4;645;2552;19-25;2001-4000;0-4;0;0.17777638570392157;-3951.055574092283;-154.85629953134207;0;Low;0.6285714285714286;5
No;Research Scientist;Yes;2;2;45;3;1;3;Travel_Rarely;3;Dissatisfied;7;2;2;1457;4477;36-45;4001-6000;0-4;0;0.08037838325045993;-2025.489761578283;655.8658319073216;0;Low;0.1111111111111111;17
No;Manufacturing Director;No;8;11;37;14;1;2;Travel_Rarely;4;Satisfied;1;2;2;977;6474;36-45;6001-8000;5-8;0;0.01696279407412574;-28.807223943645113;174.52881367359146;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;2;20;2;0;2;Travel_Rarely;3;Dissatisfied;3;2;2;805;3033;19-25;2001-4000;0-4;0;0.15154109955142891;-3469.946955192421;4.823530816574134;0;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;4;2;44;6;0;3;Travel_Rarely;3;Moderately satisfied;10;3;4;1097;2936;36-45;2001-4000;0-4;1;0.36367499134676;-3566.7263281445175;296.88880684739627;0;Medium;0.28865979381443296;16
No;Manager;No;7;7;53;7;1;3;Travel_Rarely;3;Satisfied;7;3;6;1223;18606;46-55;10000+;5-8;0;0.019765399948031122;12103.353795960813;412.4658854332548;1;Low;0.06491499227202473;24
No;Research Scientist;Yes;4;3;29;5;1;1;Travel_Rarely;4;Moderately satisfied;15;2;2;942;2168;26-35;2001-4000;0-4;0;0.24285561836675554;-4334.8437814232275;142.3973106554148;0;Medium;0.5833333333333334;14
Yes;Research Scientist;Yes;0;0;22;0;1;2;Travel_Frequently;4;Moderately satisfied;3;3;5;1256;2853;19-25;2001-4000;0-4;1;0.6116917075242337;-3649.647176886874;455.94504543739447;0;High;0.875;3
No;Manager;No;15;9;46;26;0;3;Travel_Rarely;1;Moderately satisfied;2;3;2;1402;17048;46-55;10000+;13-16;0;0.02929581591326599;10545.483334131053;592.4902329823586;1;Low;0.06491499227202473;24
No;Research Scientist;No;0;0;44;0;0;1;Non-Travel;3;Satisfied;17;3;3;111;2290;36-45;2001-4000;0-4;0;0.13481086810431073;-4213.387666082481;-688.6781672655404;0;Low;0.13793103448275862;9
No;Human Resources;No;4;4;33;5;1;3;Travel_Rarely;3;Moderately satisfied;2;3;2;147;3600;26-35;2001-4000;0-4;0;0.03513507987655484;-2903.3696978675775;-653.5532222288195;0;Low;0.06491499227202473;24
Yes;Research Scientist;No;0;0;41;1;1;2;Non-Travel;1;Dissatisfied;5;1;2;906;2107;36-45;2001-4000;0-4;1;0.2766176390665313;-4395.860335660326;106.44342615006667;0;Medium;0.13793103448275862;9
No;Sales Executive;No;3;3;30;4;3;3;Travel_Rarely;1;Moderately satisfied;29;3;3;1329;4115;26-35;4001-6000;0-4;0;0.0854743423789961;-2387.5885099694397;528.101390594158;0;Low;0.06491499227202473;24
No;Sales Executive;No;0;0;40;0;3;3;Travel_Frequently;2;Moderately satisfied;2;3;2;1184;4327;36-45;4001-6000;0-4;0;0.05481595599041508;-2175.679020836057;382.96756012107187;0;Low;0.0;10
No;Manager;No;2;2;50;2;1;3;Travel_Frequently;1;Satisfied;2;3;3;1421;17856;46-55;10000+;0-4;0;0.06337917675828357;11353.47746461777;610.968319677573;1;Low;0.06491499227202473;24
No;Laboratory Technician;No;5;3;28;6;3;2;Travel_Rarely;1;Satisfied;19;3;2;1179;3196;26-35;2001-4000;5-8;0;0.05151987384515907;-3306.6871663104475;378.71232681348454;0;Low;0.06491499227202473;24
No;Research Director;No;2;3;46;4;1;3;Travel_Rarely;2;Satisfied;15;3;2;1450;19081;46-55;10000+;0-4;0;0.02764510042550789;12578.492900091076;639.150290854256;1;Low;0.06491499227202473;24
No;Sales Executive;Yes;7;7;35;7;3;3;Travel_Rarely;1;Moderately satisfied;17;3;2;1361;8966;26-35;8001-10000;5-8;0;0.11992831240508174;2463.437397111864;556.874192552107;2;Low;0.1111111111111111;17
Yes;Laboratory Technician;No;0;0;24;1;1;3;Travel_Rarely;2;Satisfied;17;1;3;984;2210;19-25;2001-4000;0-4;1;0.6828522716219951;-4292.825332025261;184.37127689529052;0;High;0.30434782608695654;6
No;Sales Executive;No;7;1;33;10;1;3;Travel_Frequently;3;Moderately satisfied;25;2;3;1146;4539;26-35;4001-6000;5-8;0;0.04597591742587326;-1963.7030470336113;344.8176621664269;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;7;7;36;7;1;1;Travel_Rarely;3;Moderately satisfied;6;3;4;917;2741;36-45;2001-4000;5-8;0;0.06684260420961119;-3761.8506571431735;117.0160020497591;0;Low;0.21212121212121213;23
No;Laboratory Technician;No;7;9;30;10;3;3;Travel_Rarely;3;Moderately satisfied;7;2;4;853;3491;26-35;2001-4000;5-8;0;0.05424600187973333;-3011.8973326624723;52.51431193213136;0;Low;0.06491499227202473;24
No;Research Scientist;No;11;17;44;20;0;3;Travel_Rarely;4;Satisfied;29;3;3;200;4541;36-45;4001-6000;9-12;0;0.05237356169209044;-1962.3100493201027;-601.1916274444397;0;Low;0.06491499227202473;24
No;Sales Representative;No;1;2;20;2;0;4;Travel_Rarely;4;Moderately satisfied;21;3;2;654;2678;19-25;2001-4000;0-4;0;0.10033338547552852;-3825.0478811085036;-145.94190172202252;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;3;4;46;6;1;3;Travel_Rarely;4;Satisfied;2;2;3;150;7379;46-55;6001-8000;0-4;0;0.052852929024454695;875.641609731294;-653.0652923144671;2;Low;0.06491499227202473;24
No;Human Resources;No;3;3;42;4;1;4;Non-Travel;1;Satisfied;2;4;3;179;6272;36-45;6001-8000;0-4;0;0.05368073608164456;-231.34347817515481;-623.328504649384;2;Low;0.06491499227202473;24
No;Sales Executive;Yes;7;9;60;11;1;4;Travel_Rarely;4;Moderately satisfied;7;3;3;696;5220;56-65;4001-6000;5-8;0;0.07771764008591761;-1282.9737641225393;-105.63169555765387;0;Low;0.1111111111111111;17
No;Laboratory Technician;No;2;2;32;2;1;2;Travel_Frequently;2;Moderately satisfied;13;3;2;116;2743;26-35;2001-4000;0-4;0;0.15354342325941683;-3760.3938773724954;-683.9824492754991;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;7;7;32;8;0;3;Travel_Frequently;3;Satisfied;2;3;2;1316;4998;26-35;4001-6000;5-8;0;0.11833755520665716;-1504.5904642951164;514.5138678374238;0;Low;0.28865979381443296;16
No;Manufacturing Director;Yes;7;7;36;7;1;1;Travel_Rarely;1;Moderately satisfied;1;3;2;363;10252;36-45;10000+;5-8;0;0.05000941076988494;3748.773548383877;-441.97942308444;2;Low;0.1111111111111111;17
No;Research Scientist;No;10;10;33;14;1;3;Travel_Rarely;4;Dissatisfied;9;3;5;117;2781;26-35;2001-4000;9-12;0;0.0426636690225224;-3722.3797818905023;-683.0153717931292;0;Low;0.06491499227202473;24
No;Sales Executive;No;1;3;40;5;1;2;Travel_Rarely;2;Moderately satisfied;10;4;2;107;6852;36-45;6001-8000;0-4;0;0.053072032013824495;348.6059956024046;-695.7161710864459;2;Low;0.06491499227202473;24
No;Sales Executive;No;3;1;25;4;0;3;Travel_Rarely;4;Moderately satisfied;10;3;4;1356;4950;19-25;4001-6000;0-4;0;0.05336507114487863;-1552.5761639147513;554.5475481639736;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;9;7;30;11;1;3;Travel_Rarely;2;Satisfied;1;3;2;1465;3579;26-35;2001-4000;9-12;0;0.09610226646610173;-2923.4892731766618;664.4558344181211;0;Low;0.1111111111111111;17
No;Research Director;Yes;0;0;42;1;0;3;Travel_Frequently;1;Dissatisfied;26;3;6;458;13191;36-45;10000+;0-4;0;0.1875405687311141;6687.831049370188;-348.9309802537542;1;Low;0.3333333333333333;11
No;Sales Executive;Yes;2;12;35;13;1;2;Non-Travel;4;Moderately satisfied;8;2;6;1212;10377;26-35;10000+;0-4;0;0.08731853224477432;3874.3410064031923;406.9315736835198;2;Low;0.1111111111111111;17
No;Research Scientist;Yes;7;8;27;9;2;3;Travel_Rarely;1;Dissatisfied;14;2;3;1103;2235;26-35;2001-4000;5-8;0;0.1898446381565049;-4267.733747426029;303.3490851219175;0;Low;0.5833333333333334;14
No;Manufacturing Director;No;4;4;54;5;1;3;Travel_Frequently;3;Satisfied;1;1;2;966;10502;46-55;10000+;0-4;0;0.03410587313947975;3999.1889418865794;160.8589828132816;2;Low;0.08333333333333333;21
No;Research Scientist;No;5;7;44;10;1;4;Travel_Rarely;4;Dissatisfied;2;3;5;1117;2011;36-45;2001-4000;5-8;0;0.08792615811644573;-4491.707564063621;317.50157711991335;0;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;1;0;19;1;0;2;Non-Travel;2;Dissatisfied;10;4;2;504;1859;19-25;0-2000;0-4;1;0.8816018043111065;-4644.148671294498;-295.3954284444811;0;High;0.875;3
No;Research Scientist;No;2;2;29;3;3;3;Travel_Rarely;4;Dissatisfied;1;3;5;1010;3760;26-35;2001-4000;0-4;0;0.03939029549639696;-2742.8018752476023;209.34128018691285;0;Low;0.06491499227202473;24
No;Research Director;No;9;9;54;10;0;3;Travel_Rarely;4;Satisfied;3;3;2;685;17779;46-55;10000+;9-12;0;0.01756468448783159;11276.00079085077;-124.98541164609048;1;Low;0.06491499227202473;24
No;Healthcare Representative;Yes;5;1;31;6;0;3;Travel_Rarely;1;Moderately satisfied;11;2;2;1332;6833;26-35;6001-8000;5-8;0;0.12162554445543594;330.4137223978905;529.2947362448664;2;Low;0.28865979381443296;16
No;Healthcare Representative;No;9;8;31;10;0;2;Travel_Rarely;1;Moderately satisfied;24;3;2;1062;6812;26-35;6001-8000;9-12;0;0.05137456228744095;309.23931826351327;259.3035150821196;2;Low;0.06491499227202473;24
No;Sales Executive;No;1;5;59;6;0;2;Travel_Rarely;4;Moderately satisfied;3;3;2;326;5171;56-65;4001-6000;0-4;0;0.14462772913295882;-1332.2268853039095;-475.5954631931027;0;Low;0.06491499227202473;24
No;Research Director;No;7;7;43;8;1;1;Travel_Rarely;4;Moderately satisfied;3;3;2;920;19740;36-45;10000+;5-8;0;0.0727478164082838;13237.14215867342;108.7098532887344;1;Low;0.21212121212121213;23
No;Manager;No;0;0;49;1;1;2;Travel_Rarely;3;Dissatisfied;4;4;2;1098;18711;46-55;10000+;0-4;0;0.04493568432760859;12208.258919649963;287.4003685995018;1;Low;0.13793103448275862;9
No;Research Scientist;No;10;7;36;11;0;3;Travel_Frequently;2;Moderately satisfied;3;2;2;469;3692;36-45;2001-4000;9-12;0;0.03530550398533442;-2811.146124189231;-331.61817581541465;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;0;48;1;0;4;Travel_Rarely;2;Satisfied;2;2;4;969;2559;46-55;2001-4000;0-4;0;0.1546980990108381;-3943.8119976421194;169.1442649146877;0;Low;0.13793103448275862;9
No;Research Scientist;No;3;3;27;5;3;3;Travel_Rarely;3;Dissatisfied;4;3;2;1167;2517;26-35;2001-4000;0-4;0;0.030173928354682265;-3985.696287197917;367.16594064340995;0;Low;0.06491499227202473;24
No;Healthcare Representative;Yes;0;0;29;6;2;3;Travel_Rarely;4;Moderately satisfied;7;3;2;1329;6623;26-35;6001-8000;0-4;0;0.10942314538674708;120.4084136352285;526.4347851727413;2;Low;0.1111111111111111;17
No;Research Director;No;0;0;48;1;0;2;Travel_Rarely;4;Satisfied;1;4;3;715;18265;46-55;10000+;0-4;0;0.02881845145191388;11762.00360055578;-95.30261827430536;1;Low;0.13793103448275862;9
No;Research Director;No;7;7;29;7;2;2;Travel_Rarely;4;Satisfied;1;2;2;694;16124;26-35;10000+;5-8;0;0.030412401348545698;9620.981184555636;-114.88594460792604;1;Low;0.06491499227202473;24
No;Research Scientist;No;0;0;34;1;0;4;Travel_Rarely;3;Moderately satisfied;20;2;5;1320;2585;26-35;2001-4000;0-4;0;0.1320382771459148;-3917.592579790176;520.1229537229339;0;Low;0.0;10
No;Manager;No;9;10;44;22;1;3;Travel_Rarely;2;Moderately satisfied;5;3;5;1099;18213;36-45;10000+;9-12;0;0.007474594091106479;11710.274396745464;288.7166826698466;1;Low;0.06491499227202473;24
No;Sales Executive;Yes;8;8;33;9;2;4;Travel_Rarely;3;Satisfied;10;3;3;536;8380;26-35;8001-10000;5-8;0;0.07107829524825988;1876.8891327150177;-267.7364273965685;2;Low;0.1111111111111111;17
No;Research Scientist;Yes;0;1;19;1;0;4;Travel_Rarely;4;Moderately satisfied;25;3;2;265;2994;19-25;2001-4000;0-4;0;0.3391999217021653;-3509.3093630984845;-535.1516711935026;0;Medium;0.875;3
No;Research Scientist;No;0;1;23;1;1;3;Travel_Rarely;3;Satisfied;1;3;2;373;1223;19-25;0-2000;0-4;0;0.1925294723824428;-5280.231108942161;-425.9708348878441;0;Low;0.30434782608695654;6
Yes;Sales Representative;Yes;0;0;25;1;0;1;Travel_Frequently;4;Moderately satisfied;24;3;4;599;1118;19-25;0-2000;0-4;1;0.889811507936508;-5385.079615831405;-199.90294398302285;0;High;0.875;3
No;Research Scientist;Yes;5;2;26;8;0;3;Travel_Rarely;4;Moderately satisfied;4;2;2;583;2875;26-35;2001-4000;5-8;0;0.1640916182484968;-3628.0838846976976;-217.0735011817162;0;Low;0.28865979381443296;16
Yes;Manager;Yes;10;11;45;24;0;1;Travel_Rarely;2;Dissatisfied;2;3;2;1449;18824;36-45;10000+;9-12;1;0.6223592585129007;12321.509653968818;638.3089539344661;1;High;0.28865979381443296;16
No;Healthcare Representative;Yes;9;0;55;33;1;2;Non-Travel;2;Satisfied;8;3;3;177;13577;46-55;10000+;9-12;0;0.07917009187823064;7073.680764689074;-630.201598377398;1;Low;0.1111111111111111;17
Yes;Laboratory Technician;No;2;2;21;2;0;2;Travel_Frequently;3;Dissatisfied;10;1;2;251;2625;19-25;2001-4000;0-4;1;0.7129135855051273;-3878.314454167684;-548.9053086921972;0;High;0.45;20
No;Manager;No;4;8;46;11;1;2;Travel_Rarely;2;Satisfied;4;3;2;168;18789;46-55;10000+;0-4;0;0.05967119981909889;12285.646977983442;-642.659119315456;1;Low;0.06491499227202473;24
No;Sales Executive;Yes;2;2;34;3;0;3;Travel_Rarely;1;Moderately satisfied;2;3;3;131;4538;26-35;4001-6000;0-4;0;0.13194181980160558;-1965.3826851481854;-670.1756517774126;0;Low;0.28865979381443296;16
No;Manager;Yes;10;10;51;29;1;3;Travel_Frequently;2;Satisfied;9;2;5;237;19847;46-55;10000+;9-12;0;0.0963865279728967;13343.710787714112;-574.3729597558656;1;Low;0.1111111111111111;17
No;Manufacturing Director;No;7;4;59;9;0;3;Travel_Rarely;4;Satisfied;18;2;6;1429;10512;56-65;10000+;5-8;0;0.057982099038093024;4009.504884941849;623.8490879701152;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;8;10;34;11;2;3;Travel_Frequently;2;Moderately satisfied;19;4;2;135;4444;26-35;4001-6000;5-8;0;0.062227669003482526;-2059.371287873292;-666.1209139518586;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;2;2;28;4;0;3;Travel_Frequently;3;Satisfied;1;2;2;791;2154;26-35;2001-4000;0-4;0;0.2778967100960136;-4348.946299403704;-8.591388117934002;0;Medium;0.5833333333333334;14
No;Manager;No;9;13;44;25;2;4;Travel_Rarely;1;Moderately satisfied;4;2;4;1199;19190;36-45;10000+;9-12;0;0.035646288029913833;12687.342791176308;388.06451768385034;1;Low;0.06491499227202473;24
No;Human Resources;No;9;8;34;10;2;2;Travel_Frequently;2;Moderately satisfied;11;4;5;648;4490;26-35;4001-6000;9-12;0;0.03896423745150674;-2013.0306350653527;-153.1498921492888;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;2;2;35;3;0;3;Travel_Rarely;3;Moderately satisfied;6;3;3;735;3506;26-35;2001-4000;0-4;0;0.17389291814193675;-2996.978961662001;-65.48955640111478;0;Low;0.28865979381443296;16
No;Research Scientist;Yes;0;0;42;1;0;4;Travel_Rarely;2;Moderately satisfied;7;3;2;603;2372;36-45;2001-4000;0-4;0;0.2438981676157774;-4131.061316275223;-196.73270636679922;0;Medium;0.3333333333333333;11
No;Sales Executive;No;7;17;43;21;0;2;Travel_Rarely;4;Satisfied;4;4;3;531;10231;36-45;10000+;5-8;0;0.05262536711884804;3727.9040073492615;-273.975207702984;2;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;14;12;36;16;0;3;Travel_Rarely;2;Moderately satisfied;2;3;2;429;5410;36-45;4001-6000;13-16;0;0.08793053987040857;-1093.16856972613;-372.7647253828068;0;Low;0.28865979381443296;16
Yes;Healthcare Representative;No;7;5;44;10;1;3;Travel_Rarely;4;Dissatisfied;15;3;2;621;7978;36-45;6001-8000;5-8;1;0.31006012962243024;1474.956219656412;-182.46790087753106;2;Medium;0.06491499227202473;24
No;Laboratory Technician;Yes;2;2;28;2;1;2;Travel_Frequently;4;Satisfied;2;3;2;193;3867;26-35;2001-4000;0-4;0;0.3403621299388742;-2636.3472967052435;-607.7294472372992;0;Medium;0.1111111111111111;17
No;Laboratory Technician;No;0;7;51;7;0;2;Travel_Frequently;3;Moderately satisfied;6;2;6;968;2838;46-55;2001-4000;0-4;0;0.12276930000361737;-3664.8043363703696;167.95338945287915;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;4;7;30;8;0;3;Non-Travel;3;Moderately satisfied;9;3;3;879;4695;26-35;4001-6000;0-4;0;0.10437359514198093;-1807.8839593453758;77.71440543972062;0;Low;0.28865979381443296;16
Yes;Laboratory Technician;Yes;7;7;29;7;2;3;Travel_Rarely;3;Moderately satisfied;7;3;2;806;3339;26-35;2001-4000;5-8;1;0.46706723509183673;-3163.9319359974284;5.6173783136614475;0;Medium;0.1111111111111111;17
No;Research Scientist;No;2;2;28;3;0;3;Travel_Rarely;1;Satisfied;1;2;2;640;2080;26-35;2001-4000;0-4;0;0.08429603202387546;-4423.047371446075;-159.54169049327004;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;1;25;2;0;3;Travel_Rarely;2;Satisfied;1;2;3;266;2096;19-25;2001-4000;0-4;0;0.18188983436752632;-4407.300080269484;-533.5517125266871;0;Low;0.06491499227202473;24
No;Sales Executive;No;7;8;32;10;2;4;Travel_Rarely;4;Moderately satisfied;8;4;4;604;6209;26-35;6001-8000;5-8;0;0.03440099078737387;-294.06399152509675;-198.29306503045268;2;Low;0.06491499227202473;24
No;Manager;No;0;0;45;0;0;3;Travel_Frequently;2;Moderately satisfied;25;3;4;364;18061;36-45;10000+;0-4;0;0.10271570297677471;11557.765932413766;-446.1690768110183;1;Low;0.0;10
No;Manager;Yes;9;2;39;19;2;2;Travel_Rarely;2;Moderately satisfied;13;3;4;412;17123;36-45;10000+;9-12;0;0.034515277147418394;10619.809173611096;-397.555726599257;1;Low;0.1111111111111111;17
No;Research Scientist;No;2;2;58;2;2;3;Travel_Rarely;3;Dissatisfied;23;3;3;848;2372;56-65;2001-4000;0-4;0;0.06496885925207922;-4130.881549703065;48.26729529626607;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;No;4;1;32;10;1;3;Travel_Rarely;3;Satisfied;7;3;3;1089;4883;26-35;4001-6000;0-4;1;0.3047804031982484;-1619.7426612661766;287.5902384136199;0;Medium;0.06491499227202473;24
Yes;Research Scientist;No;2;3;39;5;0;3;Travel_Rarely;1;Moderately satisfied;23;3;2;360;3904;36-45;2001-4000;0-4;1;0.32199685692186564;-2599.223885425056;-440.7567784488819;0;Medium;0.06491499227202473;24
No;Laboratory Technician;No;2;7;30;9;1;2;Travel_Rarely;4;Dissatisfied;6;3;6;1138;4627;26-35;4001-6000;0-4;0;0.06424574797653866;-1875.7113833689245;336.75919480855043;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;7;7;36;7;0;3;Travel_Rarely;3;Satisfied;10;3;0;325;7094;36-45;6001-8000;5-8;0;0.03504814096425632;590.7510704621327;-477.8794528289853;2;Low;0.06491499227202473;24
No;Human Resources;No;6;7;46;7;0;3;Travel_Rarely;1;Satisfied;1;4;3;991;3423;46-55;2001-4000;5-8;0;0.06220181191005003;-3079.7925098562023;190.56417269591282;0;Low;0.06491499227202473;24
